"","Wine.Color","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","Class"
"2088","W",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,"Good"
"2089","W",7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,"Good"
"2090","R",9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,"Good"
"2091","W",7.2,0.24,0.28,1.9,0.032,30,92,0.9914,3.1,0.39,10.9,"Good"
"2092","W",7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,"Good"
"2093","W",6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,"Good"
"2094","R",7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,"Bad"
"2095","W",7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,"Good"
"2096","W",6,0.17,0.29,9.7,0.044,33,98,0.99536,3.12,0.36,9.2,"Good"
"2097","R",8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,"Bad"
"2098","W",7.3,0.34,0.3,1.3,0.057,25,173,0.9948,3.26,0.51,9.1,"Good"
"2099","W",5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,"Good"
"2100","W",6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,"Good"
"2101","W",6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9,"Bad"
"2102","R",9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,"Good"
"2103","R",7.8,0.46,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,"Good"
"2104","R",8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,"Bad"
"2105","W",7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,"Bad"
"2106","R",6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,"Bad"
"2107","W",6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,"Good"
"2108","W",7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4,"Good"
"2109","W",6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,"Good"
"2110","W",6.4,0.125,0.36,1.4,0.044,22,68,0.99014,3.15,0.5,11.7,"Good"
"2111","W",7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8,"Good"
"2112","R",7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,"Good"
"2113","W",7.2,0.47,0.65,8.3,0.083,27,182,0.9964,3,0.35,9.2,"Bad"
"2114","R",8.8,0.46,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14,"Good"
"2115","W",8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9,"Bad"
"2116","W",6.4,0.27,0.17,8.4,0.044,60,198,0.99578,3.21,0.47,9.4,"Good"
"2117","W",6.3,0.2,0.3,5.9,0.034,35,152,0.99642,3.47,0.4,8.5,"Bad"
"2118","W",6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,"Good"
"2119","W",6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,"Good"
"2120","W",8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,"Bad"
"2121","W",8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,"Good"
"2122","R",8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,"Good"
"2123","W",7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,"Good"
"2124","R",11.5,0.3,0.6,2,0.067,12,27,0.9981,3.11,0.97,10.1,"Good"
"2125","R",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,"Good"
"2126","W",8,0.23,0.41,1.1,0.048,35,150,0.99168,3.09,0.47,11.2,"Bad"
"2127","W",6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,"Bad"
"2128","R",12,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13,"Good"
"2129","W",6.6,0.27,0.49,7.8,0.049,62,217,0.9959,3.17,0.45,9.4,"Good"
"2130","W",6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,"Bad"
"2131","R",6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,"Good"
"2132","W",7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,"Bad"
"2133","R",11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,"Bad"
"2134","W",8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,"Bad"
"2135","W",7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,"Bad"
"2136","R",7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,"Bad"
"2137","W",6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,"Bad"
"2138","W",6.1,0.29,0.27,1.7,0.024,13,76,0.9893,3.21,0.51,12.6,"Good"
"2139","W",7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,"Bad"
"2140","W",6.2,0.34,0.28,7.5,0.034,40,197,0.99485,3.14,0.6,9.7,"Bad"
"2141","W",6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,"Good"
"2142","W",7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,"Bad"
"2143","R",7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,"Bad"
"2144","W",9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2,"Bad"
"2145","R",5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,"Good"
"2146","R",7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,"Bad"
"2147","W",7,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9,"Good"
"2148","W",6.3,0.15,0.34,11.4,0.05,25,96,0.99754,3.21,0.49,10,"Good"
"2149","W",7,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,"Bad"
"2150","R",9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,"Bad"
"2151","R",8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,"Bad"
"2152","W",6.9,0.36,0.28,13.55,0.048,51,189,0.99782,3,0.6,9.5,"Good"
"2153","W",5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,"Bad"
"2154","W",6.2,0.36,0.26,13.2,0.051,54,201,0.9976,3.25,0.46,9,"Good"
"2155","W",6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,"Good"
"2156","W",5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1,"Bad"
"2157","R",7.8,0.57,0.31,1.8,0.069,26,120,0.99625,3.29,0.53,9.3,"Bad"
"2158","R",7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,"Bad"
"2159","W",6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,"Bad"
"2160","W",6.8,0.22,0.37,1.7,0.036,38,195,0.9908,3.35,0.72,12.5,"Bad"
"2161","W",6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,"Good"
"2162","W",7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,"Bad"
"2163","R",5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,"Good"
"2164","W",7,0.2,0.37,2,0.03,26,136,0.9932,3.28,0.61,10.2,"Good"
"2165","W",5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6,"Good"
"2166","R",7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,"Bad"
"2167","W",7,0.27,0.74,1.3,0.173,34,121,0.99334,3.04,0.46,9.2,"Good"
"2168","W",5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,"Bad"
"2169","W",7.1,0.53,0.24,0.8,0.029,29,86,0.993,3.16,0.32,9.1,"Bad"
"2170","R",9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,"Good"
"2171","W",6.3,0.32,0.35,11.1,0.039,29,198,0.9984,3.36,0.5,9.4,"Good"
"2172","W",7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,"Bad"
"2173","W",8.8,0.28,0.45,6,0.022,14,49,0.9934,3.01,0.33,11.1,"Good"
"2174","W",6.2,0.35,0.03,1.2,0.064,29,120,0.9934,3.22,0.54,9.1,"Bad"
"2175","W",7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,"Bad"
"2176","W",7.6,0.15,0.35,4.3,0.051,23,98,0.99422,3.1,0.44,9.5,"Good"
"2177","W",7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,"Good"
"2178","W",5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,"Good"
"2179","R",6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,"Good"
"2180","R",11.5,0.3,0.6,2,0.067,12,27,0.9981,3.11,0.97,10.1,"Good"
"2181","R",7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,"Bad"
"2182","R",9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,"Bad"
"2183","W",7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,"Good"
"2184","R",6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,"Bad"
"2185","W",6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,"Bad"
"2186","W",6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,"Bad"
"2187","R",8.2,0.56,0.23,3.4,0.078,14,104,0.9976,3.28,0.62,9.4,"Bad"
"2188","R",7.4,0.6,0.26,7.3,0.07,36,121,0.9982,3.37,0.49,9.4,"Good"
"2189","R",9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,"Bad"
"2190","R",9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,"Good"
"2191","R",9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,"Bad"
"2192","W",7.7,0.3,0.32,1.6,0.037,23,124,0.9919,2.93,0.33,11,"Bad"
"2193","W",8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,"Good"
"2194","W",6,0.28,0.34,1.6,0.119,33,104,0.9921,3.19,0.38,10.2,"Good"
"2195","W",6.9,0.19,0.35,5,0.067,32,150,0.995,3.36,0.48,9.8,"Bad"
"2196","W",9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,"Bad"
"2197","R",11,0.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5,"Good"
"2198","W",5.9,0.17,0.28,0.7,0.027,5,28,0.98985,3.13,0.32,10.6,"Bad"
"2199","R",6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,"Bad"
"2200","W",6.2,0.35,0.25,18.4,0.051,28,182,0.99946,3.13,0.62,9.3,"Bad"
"2201","W",6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,"Good"
"2202","R",7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,"Bad"
"2203","W",7.6,0.23,0.26,15.3,0.067,32,166,0.9986,3.03,0.44,9.2,"Bad"
"2204","R",8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,"Bad"
"2205","W",7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,"Bad"
"2206","W",6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,"Good"
"2207","W",7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,"Bad"
"2208","W",6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,"Good"
"2209","W",8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,"Bad"
"2210","W",6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,"Good"
"2211","W",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,"Good"
"2212","W",4.9,0.47,0.17,1.9,0.035,60,148,0.98964,3.27,0.35,11.5,"Bad"
"2213","W",7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4,"Bad"
"2214","W",7.7,0.26,0.31,1.3,0.043,47,155,0.9937,3.42,0.5,10.1,"Good"
"2215","W",6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,"Bad"
"2216","W",7.4,0.22,0.26,8.8,0.027,23,112,0.9931,2.98,0.41,11.4,"Bad"
"2217","W",5.7,0.33,0.32,1.4,0.043,28,93,0.9897,3.31,0.5,12.3,"Bad"
"2218","R",5,1.02,0.04,1.4,0.045,41,85,0.9938,3.75,0.48,10.5,"Bad"
"2219","W",6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,"Bad"
"2220","R",6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,"Good"
"2221","R",7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,"Good"
"2222","R",10.3,0.44,0.5,4.5,0.107,5,13,0.998,3.28,0.83,11.5,"Bad"
"2223","W",6.6,0.2,0.32,1.1,0.039,25,78,0.9926,3.39,0.54,10.2,"Good"
"2224","W",7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,"Bad"
"2225","W",6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,"Good"
"2226","W",4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,"Bad"
"2227","W",5.9,0.34,0.25,2,0.042,12,110,0.99034,3.02,0.54,11.4,"Bad"
"2228","W",6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,"Bad"
"2229","R",6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,"Bad"
"2230","W",8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,"Bad"
"2231","R",6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,"Bad"
"2232","W",7.4,0.2,0.28,9.1,0.047,29,95,0.99532,3.16,0.47,9.8,"Good"
"2233","W",5.3,0.32,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,"Good"
"2234","W",6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,"Bad"
"2235","W",7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,"Bad"
"2236","W",7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,"Bad"
"2237","W",6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9,"Good"
"2238","W",5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,"Good"
"2239","W",6.7,0.17,0.27,1.4,0.032,39,149,0.99254,3.4,0.52,10.5,"Bad"
"2240","W",5.8,0.25,0.26,13.1,0.051,44,148,0.9972,3.29,0.38,9.3,"Good"
"2241","R",7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,"Bad"
"2242","W",7.5,0.23,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1,"Good"
"2243","W",6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,"Bad"
"2244","R",7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,"Bad"
"2245","R",6.6,0.705,0.07,1.6,0.076,6,15,0.9962,3.44,0.58,10.7,"Bad"
"2246","W",6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,"Bad"
"2247","R",8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,"Good"
"2248","W",6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,"Good"
"2249","R",6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,"Good"
"2250","R",10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,"Good"
"2251","W",6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,"Bad"
"2252","W",5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,"Good"
"2253","R",7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,"Bad"
"2254","W",6.6,0.25,0.24,1.7,0.048,26,124,0.9942,3.37,0.6,10.1,"Bad"
"2255","W",5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,"Bad"
"2256","W",6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.6,"Bad"
"2257","R",5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,"Good"
"2258","W",7.9,0.3,0.6,1.85,0.048,13,106,0.99331,3.24,0.49,11.85,"Good"
"2259","W",6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,"Good"
"2260","R",12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,"Good"
"2261","W",6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,"Good"
"2262","W",6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,"Good"
"2263","W",5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,"Good"
"2264","W",7,0.24,0.3,6.7,0.039,37,125,0.99436,3.2,0.39,9.9,"Good"
"2265","R",8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,"Bad"
"2266","R",8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,"Good"
"2267","W",5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,"Good"
"2268","W",6.7,0.28,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,"Good"
"2269","W",6.7,0.31,0.34,6.8,0.059,51,215,0.99538,3.33,0.56,10.3,"Bad"
"2270","W",4.8,0.34,0,6.5,0.028,33,163,0.9939,3.36,0.61,9.9,"Good"
"2271","W",7.3,0.33,0.22,1.4,0.041,40,177,0.99287,3.14,0.48,9.9,"Bad"
"2272","R",9,0.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4,"Bad"
"2273","R",9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,"Bad"
"2274","W",7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,"Good"
"2275","W",8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10,"Bad"
"2276","R",7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,"Bad"
"2277","W",6.1,0.27,0.31,3.9,0.034,42,137,0.99218,3.24,0.46,10.9,"Good"
"2278","R",9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,"Bad"
"2279","W",7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,"Bad"
"2280","W",7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,"Good"
"2281","R",8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,"Good"
"2282","W",6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,"Good"
"2283","W",6.6,0.425,0.25,2.35,0.034,23,87,0.99082,3.05,0.41,11.4,"Good"
"2284","W",9,0.22,0.49,10.4,0.048,52,195,0.9987,3.31,0.44,10.2,"Good"
"2285","W",6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,"Bad"
"2286","W",5.6,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,"Bad"
"2287","W",5.8,0.385,0.25,3.7,0.031,38,122,0.99128,3.2,0.63,11.2,"Good"
"2288","W",8.3,0.28,0.27,17.5,0.045,48,253,1.00014,3.02,0.56,9.1,"Good"
"2289","R",11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,"Good"
"2290","W",6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5,"Bad"
"2291","W",5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7,"Bad"
"2292","W",6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,"Good"
"2293","R",10.5,0.36,0.47,2.2,0.074,9,23,0.99638,3.23,0.76,12,"Bad"
"2294","R",7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,"Bad"
"2295","W",9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,"Bad"
"2296","W",7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,"Good"
"2297","W",7.9,0.51,0.34,2.6,0.049,13,135,0.99335,3.09,0.51,10,"Bad"
"2298","W",9.1,0.27,0.32,1.1,0.031,15,151,0.9936,3.03,0.41,10.6,"Bad"
"2299","W",5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,"Bad"
"2300","W",6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,"Bad"
"2301","W",6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,"Bad"
"2302","W",6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,"Good"
"2303","W",7.5,0.17,0.37,1.5,0.06,18,75,0.9936,3.54,0.88,10.7,"Bad"
"2304","R",6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,"Bad"
"2305","R",7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,"Good"
"2306","W",6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,"Good"
"2307","W",7,0.22,0.26,1.1,0.037,20,71,0.9902,3.1,0.38,11.7,"Good"
"2308","W",6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,"Bad"
"2309","W",8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,"Bad"
"2310","W",8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,"Good"
"2311","W",5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,"Good"
"2312","W",6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,"Bad"
"2313","W",7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,"Good"
"2314","W",6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,"Bad"
"2315","R",6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,"Bad"
"2316","W",7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,"Good"
"2317","R",6.5,0.58,0,2.2,0.096,3,13,0.99557,3.62,0.62,11.5,"Bad"
"2318","W",5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,"Bad"
"2319","W",7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,"Good"
"2320","W",5.7,0.18,0.22,4.2,0.042,25,111,0.994,3.35,0.39,9.4,"Bad"
"2321","W",6.6,0.34,0.18,6.4,0.082,47,240,0.9971,3.42,0.48,9.2,"Good"
"2322","R",9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,"Good"
"2323","W",6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,"Bad"
"2324","W",6.9,0.26,0.31,7,0.039,37,175,0.99376,3.32,0.49,11.4,"Bad"
"2325","W",7,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,"Bad"
"2326","W",7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,"Good"
"2327","W",7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,"Bad"
"2328","W",5.4,0.18,0.24,4.8,0.041,30,113,0.99445,3.42,0.4,9.4,"Bad"
"2329","W",5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,"Good"
"2330","W",8.5,0.26,0.21,16.2,0.074,41,197,0.998,3.02,0.5,9.8,"Bad"
"2331","W",8.1,0.25,0.38,3.8,0.051,18,129,0.9928,3.21,0.38,11.5,"Bad"
"2332","W",6.6,0.25,0.29,1.1,0.068,39,124,0.9914,3.34,0.58,11,"Good"
"2333","R",9.2,0.52,1,3.4,0.61,32,69,0.9996,2.74,2,9.4,"Bad"
"2334","W",7,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,"Bad"
"2335","R",7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,"Bad"
"2336","W",6.3,0.18,0.22,1.5,0.043,45,155,0.99238,3.19,0.48,10.2,"Bad"
"2337","W",7.7,0.2,0.44,13.9,0.05,44,130,0.99855,3.11,0.48,10,"Good"
"2338","W",5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,"Good"
"2339","W",8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,"Bad"
"2340","W",6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,"Good"
"2341","W",6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,"Bad"
"2342","R",7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,"Bad"
"2343","W",6.4,0.16,0.22,1.4,0.04,41,149,0.9933,3.49,0.58,10,"Good"
"2344","W",6.5,0.26,0.74,13.3,0.044,68,224,0.9972,3.18,0.54,9.5,"Good"
"2345","W",5.5,0.18,0.22,5.5,0.037,10,86,0.99156,3.46,0.44,12.2,"Bad"
"2346","W",6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,"Good"
"2347","W",6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,"Bad"
"2348","W",5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11,"Good"
"2349","R",8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,"Bad"
"2350","W",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,"Good"
"2351","W",5.9,0.37,0.14,6.3,0.036,34,185,0.9944,3.17,0.63,9.8,"Bad"
"2352","R",7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10,"Good"
"2353","W",7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,"Bad"
"2354","R",7.8,0.5,0.17,1.6,0.082,21,102,0.996,3.39,0.48,9.5,"Bad"
"2355","W",6.3,0.23,0.22,17.45,0.054,42,151,0.99853,3.12,0.6,9.3,"Good"
"2356","R",7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,"Bad"
