"","Wine.Color","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","Class"
"820","W",8.4,0.19,0.43,2.1,0.052,20,104,0.994,2.85,0.46,9.5,"Good"
"821","R",9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,"Good"
"822","R",6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,"Bad"
"823","R",6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,"Bad"
"824","W",7.4,0.2,0.28,9.1,0.047,29,95,0.99532,3.16,0.47,9.8,"Good"
"825","W",6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1,"Bad"
"826","W",6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,"Good"
"827","W",7.1,0.18,0.39,15.25,0.047,45,158,0.99946,3.34,0.77,9.1,"Bad"
"828","W",6.5,0.27,0.26,11,0.03,2,82,0.99402,3.07,0.36,11.2,"Bad"
"829","R",7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,"Good"
"830","W",7.3,0.19,0.68,1.5,0.05,31,156,0.9946,3.32,0.64,9.4,"Bad"
"831","W",10.3,0.17,0.47,1.4,0.037,5,33,0.9939,2.89,0.28,9.6,"Bad"
"832","W",8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2,"Bad"
"833","W",7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,"Bad"
"834","R",7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,"Good"
"835","R",8.1,0.53,0.22,2.2,0.078,33,89,0.99678,3.26,0.46,9.6,"Good"
"836","W",6,0.32,0.33,9.9,0.032,22,90,0.99258,3.1,0.43,12.1,"Bad"
"837","W",5.8,0.35,0.29,3.2,0.034,41,151,0.9912,3.35,0.58,11.63333333,"Good"
"838","R",12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,"Bad"
"839","W",6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,"Bad"
"840","W",6.1,0.29,0.27,1.7,0.024,13,76,0.9893,3.21,0.51,12.6,"Good"
"841","W",6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,"Good"
"842","R",6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,"Bad"
"843","W",5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,"Bad"
"844","W",6.6,0.41,0.24,4.9,0.158,47,144,0.99471,3.17,0.49,9.4,"Bad"
"845","W",6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6,"Bad"
"846","W",7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,"Bad"
"847","W",8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,"Good"
"848","W",8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05,"Good"
"849","R",9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10,"Bad"
"850","R",6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,"Bad"
"851","W",7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,"Bad"
"852","W",7.1,0.36,0.56,1.3,0.046,25,102,0.9923,3.24,0.33,10.5,"Good"
"853","R",7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,"Good"
"854","W",6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,"Good"
"855","W",7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,"Bad"
"856","W",7.1,0.36,0.24,1.8,0.025,32,102,0.9903,3.34,0.59,12.8,"Good"
"857","W",9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,"Bad"
"858","W",6.7,0.23,0.26,1.4,0.06,33,154,0.9934,3.24,0.56,9.5,"Good"
"859","R",8,0.705,0.05,1.9,0.074,8,19,0.9962,3.34,0.95,10.5,"Bad"
"860","W",7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,"Bad"
"861","W",5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,"Good"
"862","W",7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,"Bad"
"863","W",7,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1,"Bad"
"864","R",6.9,0.41,0.33,2.2,0.081,22,36,0.9949,3.41,0.75,11.1,"Bad"
"865","W",6.4,0.18,0.48,4,0.186,64,150,0.9945,3.06,0.4,9.3,"Bad"
"866","W",7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,"Good"
"867","W",4.2,0.215,0.23,5.1,0.041,64,157,0.99688,3.42,0.44,8,"Bad"
"868","W",6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,"Bad"
"869","W",7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8,"Bad"
"870","W",5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,"Good"
"871","R",8,0.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,"Good"
"872","W",5.8,0.28,0.35,2.3,0.053,36,114,0.9924,3.28,0.5,10.2,"Bad"
"873","W",6.6,0.36,0.52,11.3,0.046,8,110,0.9966,3.07,0.46,9.4,"Bad"
"874","W",7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,"Good"
"875","W",5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,"Bad"
"876","W",7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,"Good"
"877","R",9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,"Bad"
"878","W",6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,"Bad"
"879","W",5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,"Bad"
"880","W",6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,"Bad"
"881","R",9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,"Bad"
"882","W",7.5,0.705,0.1,13,0.044,44,214,0.99741,3.1,0.5,9.1,"Bad"
"883","W",6,0.43,0.34,7.6,0.045,25,118,0.99222,3.03,0.37,11,"Bad"
"884","W",7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,"Good"
"885","R",7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,"Good"
"886","W",7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,"Good"
"887","W",6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,"Bad"
"888","R",6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,"Bad"
"889","W",8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,"Good"
"890","W",5.3,0.24,0.33,1.3,0.033,25,97,0.9906,3.59,0.38,11,"Good"
"891","R",9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,"Bad"
"892","R",12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,"Bad"
"893","W",5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,"Bad"
"894","W",7.2,0.585,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4,"Bad"
"895","W",5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,"Bad"
"896","W",8.6,0.16,0.49,7.3,0.043,9,63,0.9953,3.13,0.59,10.5,"Good"
"897","W",5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,"Good"
"898","R",12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,"Good"
"899","R",7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,"Good"
"900","R",7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,"Bad"
"901","R",8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,"Good"
"902","R",8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,"Good"
"903","W",8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,"Bad"
"904","W",8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9,"Bad"
"905","W",6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3,"Good"
"906","R",5,1.02,0.04,1.4,0.045,41,85,0.9938,3.75,0.48,10.5,"Bad"
"907","W",7.8,0.29,0.29,3.15,0.044,41,117,0.99153,3.24,0.35,11.5,"Bad"
"908","W",7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,"Good"
"909","W",6.6,0.18,0.28,3.3,0.044,18,91,0.993,3.42,0.64,10.8,"Good"
"910","W",6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,"Good"
"911","W",5.2,0.25,0.23,1.4,0.047,20,77,0.99001,3.32,0.62,11.4,"Bad"
"912","W",6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,"Bad"
"913","W",7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,"Good"
"914","W",6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9,"Bad"
"915","W",6,0.24,0.34,1,0.036,52,184,0.99097,3.44,0.44,11.45,"Good"
"916","R",6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,"Bad"
"917","W",7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,"Good"
"918","W",7.5,0.32,0.37,1.2,0.048,22,184,0.9938,3.09,0.43,9.3,"Bad"
"919","W",5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,"Good"
"920","W",7,0.36,0.32,10.5,0.045,35,135,0.9935,3.09,0.33,11.6,"Good"
"921","W",7.3,0.22,0.49,9.4,0.034,29,134,0.9939,2.99,0.32,11,"Good"
"922","R",8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,"Good"
"923","W",6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,"Good"
"924","W",6.8,0.57,0.29,2.2,0.04,15,77,0.9938,3.32,0.74,10.2,"Bad"
"925","W",8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,"Bad"
"926","R",9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,"Bad"
"927","W",6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,"Good"
"928","W",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,"Bad"
"929","R",7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,"Good"
"930","W",7.4,0.24,0.26,1.6,0.058,53,150,0.9936,3.18,0.5,9.9,"Good"
"931","W",6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,"Good"
"932","W",8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6,"Bad"
"933","W",6.5,0.26,0.31,3.6,0.03,36,92,0.99026,3.22,0.62,12.6,"Good"
"934","R",7.4,0.965,0,2.2,0.088,16,32,0.99756,3.58,0.67,10.2,"Bad"
"935","W",8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,"Bad"
"936","W",7,0.23,0.33,5.8,0.04,25,136,0.995,3.19,0.58,9.5,"Good"
"937","R",10.9,0.37,0.58,4,0.071,17,65,0.99935,3.22,0.78,10.1,"Bad"
"938","W",7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,"Bad"
"939","W",7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,"Bad"
"940","W",5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,"Bad"
"941","W",8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,"Good"
"942","W",7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,"Bad"
"943","W",7.2,0.3,0.3,8.1,0.05,40,188,0.99652,3.15,0.49,9.1,"Bad"
"944","W",5.9,0.37,0.3,1.5,0.033,35,95,0.98986,3.36,0.56,12,"Good"
"945","W",7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,"Good"
"946","W",6.2,0.28,0.43,13,0.039,64,233,0.99745,3.08,0.38,8.9,"Bad"
"947","W",7,0.28,0.26,1.7,0.042,34,130,0.9925,3.43,0.5,10.7,"Good"
"948","W",5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5,"Good"
"949","W",7,0.36,0.14,11.6,0.043,35,228,0.9977,3.13,0.51,8.9,"Bad"
"950","W",5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,"Good"
"951","R",9,0.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4,"Bad"
"952","W",6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1,"Bad"
"953","W",6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,"Bad"
"954","W",6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,"Bad"
"955","W",6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,"Bad"
"956","W",7.6,0.3,0.4,2.2,0.054,29,175,0.99445,3.19,0.53,9.8,"Bad"
"957","R",6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,"Bad"
"958","W",7,0.24,0.35,1.5,0.052,51,128,0.9941,3.41,0.59,10.4,"Good"
"959","W",6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,"Good"
"960","W",7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,"Bad"
"961","W",6.5,0.33,0.32,1,0.041,39,120,0.99004,3.06,0.37,12.2,"Bad"
"962","W",5.5,0.31,0.29,3,0.027,16,102,0.99067,3.23,0.56,11.2,"Bad"
"963","R",8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,"Bad"
"964","W",6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,"Bad"
"965","W",6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,"Bad"
"966","W",5.4,0.255,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3,"Good"
"967","W",6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,"Good"
"968","W",6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,"Good"
"969","R",8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,"Bad"
"970","W",5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,"Bad"
"971","W",9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,"Bad"
"972","W",6.6,0.46,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9,"Bad"
"973","W",6.1,0.36,0.16,6.4,0.037,36,198,0.9944,3.17,0.62,9.9,"Bad"
"974","W",7.9,0.2,0.39,1,0.041,37,154,0.99093,3.08,0.43,11.9,"Bad"
"975","W",7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,"Bad"
"976","W",8.3,0.14,0.34,1.1,0.042,7,47,0.9934,3.47,0.4,10.2,"Good"
"977","W",5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,"Good"
"978","W",5.3,0.585,0.07,7.1,0.044,34,145,0.9945,3.34,0.57,9.7,"Bad"
"979","W",6.2,0.35,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2,"Bad"
"980","W",7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,"Bad"
"981","W",6.2,0.55,0.45,12,0.049,27,186,0.9974,3.17,0.5,9.3,"Bad"
"982","W",6.9,0.33,0.62,7.5,0.038,46,132,0.99143,3.23,0.43,13.4,"Good"
"983","W",7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,"Good"
"984","R",7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,"Bad"
"985","W",6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,"Good"
"986","W",8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,"Bad"
"987","W",7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,"Good"
"988","W",7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,"Bad"
"989","R",8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,"Bad"
"990","W",6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,"Good"
"991","W",6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,"Good"
"992","R",7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,"Bad"
"993","W",7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,"Bad"
"994","W",5.8,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,"Good"
"995","W",8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,"Bad"
"996","W",6.9,0.18,0.3,2,0.038,39,190,0.9914,3.32,0.37,12.2,"Good"
"997","W",5.7,0.26,0.25,10.4,0.02,7,57,0.994,3.39,0.37,10.6,"Bad"
"998","W",8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,"Bad"
"999","W",9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,"Bad"
"1000","W",7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,"Good"
"1001","W",7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9,"Good"
"1002","W",6,0.36,0.16,6.3,0.036,36,191,0.9942,3.17,0.62,9.8,"Bad"
"1003","W",5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,"Good"
"1004","W",6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,"Good"
"1005","R",6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,"Bad"
"1006","W",7.8,0.445,0.56,1,0.04,8,84,0.9938,3.25,0.43,10.8,"Good"
"1007","R",7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,"Good"
"1008","W",6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,"Good"
"1009","W",7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8,"Good"
"1010","W",8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,"Good"
"1011","W",6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,"Good"
"1012","W",7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,"Bad"
"1013","W",6.5,0.2,0.31,2.1,0.033,32,95,0.989435,2.96,0.61,12,"Good"
"1014","W",7.7,0.24,0.31,1.3,0.047,33,106,0.993,3.22,0.55,10.8,"Bad"
"1015","W",7.5,0.38,0.29,12.7,0.05,25,209,0.9986,3.25,0.59,9.3,"Good"
"1016","W",7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,"Bad"
"1017","W",7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,"Good"
"1018","R",9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,"Good"
"1019","R",6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,"Bad"
"1020","W",5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,"Good"
"1021","W",5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,"Good"
"1022","W",6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,"Bad"
"1023","W",6.8,0.24,0.4,1.8,0.047,34,105,0.99,3.13,0.49,12.8,"Good"
"1024","R",7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,"Bad"
"1025","W",3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,"Good"
"1026","R",12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,"Good"
"1027","R",7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,"Good"
"1028","W",7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,"Good"
"1029","W",5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,"Good"
"1030","W",7.2,0.2,0.36,2.5,0.028,22,157,0.9938,3.48,0.49,10.6,"Bad"
"1031","W",5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,"Bad"
"1032","R",7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,"Bad"
"1033","W",6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,"Good"
"1034","W",6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,"Good"
"1035","W",6.5,0.28,0.34,4.6,0.054,22,130,0.99193,3.2,0.46,12,"Good"
"1036","R",9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,"Bad"
"1037","R",7,0.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,"Good"
"1038","R",9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,"Bad"
"1039","W",7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,"Good"
"1040","W",8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,"Good"
"1041","R",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,"Bad"
"1042","W",6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,"Bad"
"1043","W",7.7,0.24,0.31,1.3,0.047,33,106,0.993,3.22,0.55,10.8,"Bad"
"1044","R",8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,"Bad"
"1045","R",10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,"Good"
"1046","W",6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,"Bad"
"1047","W",6.8,0.31,0.42,6.9,0.046,50,173,0.9958,3.19,0.46,9,"Bad"
"1048","W",7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,"Good"
"1049","R",10,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10,"Bad"
"1050","R",6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,"Good"
"1051","W",7.6,0.32,0.34,18.35,0.054,44,197,1.0008,3.22,0.55,9,"Bad"
"1052","R",8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,"Bad"
"1053","W",7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,"Good"
"1054","R",8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,"Good"
"1055","R",7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,"Good"
"1056","W",6.6,0.25,0.39,1.45,0.04,40,89,0.9911,3.35,0.4,11.4,"Good"
"1057","R",8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,"Bad"
"1058","W",6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,"Good"
"1059","W",8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,"Good"
"1060","W",6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,"Bad"
"1061","W",5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,"Good"
"1062","W",6,0.26,0.34,1.3,0.046,6,29,0.9924,3.29,0.63,10.4,"Bad"
"1063","R",8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,"Good"
"1064","W",6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,"Good"
"1065","W",8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,"Bad"
"1066","W",5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,"Bad"
"1067","W",6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,"Good"
"1068","R",8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,"Good"
"1069","W",6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,"Bad"
"1070","W",7.8,0.24,0.38,2.1,0.058,14,167,0.994,3.21,0.55,9.9,"Bad"
"1071","W",7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,"Bad"
"1072","W",8.7,0.15,0.3,1.6,0.046,29,130,0.9942,3.22,0.38,9.8,"Good"
"1073","W",7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,"Good"
"1074","R",11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,"Bad"
"1075","W",7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,"Good"
"1076","R",7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,"Bad"
"1077","W",7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,"Good"
"1078","W",8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,"Bad"
"1079","W",6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,"Bad"
"1080","W",7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,"Bad"
"1081","W",7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,"Bad"
"1082","W",6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,"Bad"
"1083","R",8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,"Good"
"1084","W",6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,"Bad"
"1085","W",8.3,0.19,0.49,1.2,0.051,11,137,0.9918,3.06,0.46,11,"Good"
"1086","W",8,0.24,0.3,17.45,0.056,43,184,0.9997,3.05,0.5,9.2,"Good"
"1087","R",6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,"Bad"
"1088","W",6.2,0.15,0.46,1.6,0.039,38,123,0.993,3.38,0.51,9.7,"Bad"
"1089","W",7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,"Bad"
"1090","W",6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,"Good"
"1091","W",7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,"Good"
"1092","W",6.1,0.25,0.49,7.6,0.052,67,226,0.9956,3.16,0.47,8.9,"Good"
